MZ
556.49462
570.51026
580.49453
582.51027
584.52598
594.51023
598.5415
610.54162
612.55712
626.57241
638.57294
648.55699
650.57284
652.5887
664.5882
666.60435
676.5885
678.60414
680.61986
692.61988
694.63537
706.63552
708.6513
722.66716
734.66672
736.68312
696.54182
696.54222
700.57305
700.57308
728.60367
728.60483
752.60426
752.60476
754.61993
766.6202
780.63585
780.63598
794.65067
794.6519
808.66682
810.68303
920.63134
948.66248
976.69368
1004.72403
1032.75668
622.54152
758.57862
840.65751
864.56837
892.59982
633.49744
645.49749
657.49755
659.51325
661.52893
683.51334
685.52873
687.54451
689.55937
715.57592
729.59077
743.60705
755.60733
769.62262
771.63854
749.57997
763.59687
817.64341
819.65898
845.67516
859.69025
869.67467
873.70643
843.65887
857.67438
871.69051
569.44226
583.45844
595.45802
609.47368
611.48919
613.50521
623.48921
625.5048
627.52015
637.50479
651.52048
653.53614
655.55203
655.55245
665.53608
679.55162
681.56744
683.58322
693.56661
695.58287
699.51982
709.59894
711.61416
526.31504
552.3308
554.34638
566.3464
580.36202
582.37761
610.40878
680.45076
706.46635
708.48179
734.49769
736.5129
760.51336
762.52886
774.5289
776.54414
790.5601
792.57572
802.55989
804.57591
814.56004
816.57572
818.59141
820.60695
830.59153
832.6071
838.55998
840.57581
842.59223
844.60692
846.62283
848.63784
860.6383
864.57601
870.6241
874.65374
890.59174
892.60815
894.62221
896.6395
902.68477
928.70141
452.27825
508.34091
578.38261
604.39832
606.41408
630.41456
632.42954
646.44523
648.46083
656.43022
660.46085
662.47651
672.46073
680.42971
682.44517
682.44521
684.4608
688.49212
690.50773
700.4921
706.44523
708.46161
710.47645
712.492
716.52353
718.53918
728.52325
738.50758
740.52321
746.57052
758.57057
762.5084
766.53872
766.53888
768.55462
770.57055
772.58612
788.52316
794.57024
796.58711
800.6175
524.29906
538.31571
568.36164
604.36122
694.4656
778.56085
788.54441
834.62227
868.60726
424.2471
450.26271
480.30953
478.29394
506.32541
634.44525
658.44533
686.47647
714.50784
744.55481
742.53896
663.42398
665.43979
693.47102
707.48698
719.48654
721.5023
731.48623
741.47132
743.48666
745.50221
747.51785
749.53361
765.47108
767.48689
769.50279
771.5173
773.53349
795.5179
803.48614
845.53497
725.42569
751.44034
753.45566
777.45569
779.47152
781.48709
805.48697
807.50236
809.51826
827.47158
829.4872
831.50296
833.51821
847.53317
853.48684
855.50238
857.51794
859.53394
865.58133
879.50215
881.51759
883.53356
885.54939
893.61261
905.5185
907.5341
963.59738
637.40849
677.43903
687.42408
689.43976
691.45533
717.47102
775.54921
865.50201
865.50213
749.42373
835.53376
837.54989
861.54937
863.56504
889.58068
891.5965
903.50347
909.54888
911.56438
913.5803
927.50194
